,doc_id,review_text,total_sentiment
4350,4351,"Turmeric is a great anti-inflammatory and this one is terrific, the response has been good, I've got much less aching since adding it to my diet!",4.0
4351,4352,"I have used coffee for as long as I can remember. I like the taste as I don't like strong, bitter coffee. This classic medium roast is just to my liking. However, the cost just keeps going up and up while the can gets smaller.",13.0
4352,4353,"The strap doesn't create any pressure points while sleeping, the material is soft and blocks out all light on my head shape, the raised eye covers are great and even with my long eyelashes i can't feel it at all when I blink!",2.0
4353,4354,"We all have been there. Our baby pets suddenly start being a little more loud than we like. I live in an apartment complex and having a pet means constantly keeping my Scottie under leash and keep him as quiet as possible. All was going well until a few months back when he started this weird fantasy of barking at any and everything that moves. And that means a constant source of noise the ENTIRE day! At first I thought it was a phase and would soon go away, but even after a few weeks, it kept going on. One of my neighbors in the complex suggested me this collar after having successfully used it on her dog. I waited a few more days but when it got unbearable, I had to order it.It's been 2 weeks now since I have been using this on Scottie. And believe me when I say this, my home is much more peaceful now! Even without the collar, he doesn't bark as much. I think he is trained now! I am gradually going to stop using the collar if he keeps up with this!",33.0
4354,4355,Great supplement. I always look for the pills without the horrible aftertaste and without the putrid smell. This one has neither and I couldn't be happier,8.0
4355,4356,I was 5 years ago in this area . Saw many animals and a wonderful landscape there .Hope this film will be a nice suprise for everybody !,11.0
4356,4357,"This is a powerful high-pressure nozzle!!! Very nice and durable, it made with high quality metal parts, great product, exactly what I was expecting.",9.0
4357,4358,"I appreciate this awesome product cause, easy to install, decent quality, multiple featured and many chimes to choose from and simple to operate.",4.0
4358,4359,"I recommend totally this product!I have seen amazing results after only three weeks of use.It has the best consistency and texture, a very soothing and creamy feel.It glides on smoothly and is not too thick to massage in.There is no irritation or burning in case you were wondering due to the Retinol.The scent is mild and I feel like it is quite hydrating yet not greasy.I recently have been using this one in the day time mostly since it absorbs very quickly and give me the extra hydration I need right now in the cooler weather.",4.0
4359,4360,"pro:I like the mini portable one and the color just want I want. My it can charge my iPhone 5S 1 1/2 and has a fast charging for my phone. And the it just takes 4 hours charging for itself. Very good product and nice price.Cons:Just one thing, I receive the product firstly it does not work well, the customer survive is very nice and she send me a new one again. Good survice and a nice try!",17.0
4360,4361,I'm a casual table tennis player and I play twice or thrice a week. This is good for casual games. Definitely a notch better than some  cheap stuff you find in big retailers.,11.0
4361,4362,"It weighs only 3.6 oz but it provides up to 1 extra charge to any smart phone. So, considering this I bought it and after very few days I got performance. So, I suggested my close persons to buy 1 for each. It is really a usable product.",14.0
4362,4363,Easy application and the quality of the film is just what I needed. Not annoying or bothersome to the eyes and to the touch but functions perfectly.,6.0
4363,4364,"This is the best LED desk lamp i have ever used, this lamp is really unique and special compared to other forms of it found in the market. I love the fact that it is LED and the light is really bright and it last longer. The lamp has about 5 different mode that one can switch to, it really good for reading as the white light is really bright, it can also be adjusted for relaxation, bed time. The lamp has a USB pot and lot of other conditions around. Its LED so it does not really occupy space on my table, the touch pad control is also very lovely, as it responds to touch very fast. The lamp has a USB port that i use to charge any of my gadgets that is USB enabled. It can also be twisted to suit my style.I strongly recommend this lamp for students,couples,families and friends.",28.0
4364,4365,I think one wonderful aspect about this product is that it has no side effect at all..i am a regular user and I have never noticed any negative effect of this pill..,12.0
4365,4366,Great great product! Works perfectly with my Note 3. No any difference to original one. Highly recommended!,16.0
4366,4367,"This is a textbook designed to familiarize students with the 2012 International Building Code. In the preface the authors state that part of its purpose is to show how the code was developed and how it's organized. Further, going beyond its textbook reason for existence, this book is also meant to be used as a companion to the International Building Code.If you want to design buildings for a living or if you already do, this book probably should be in your library. This book is very well written and full of easy to understand illustrations and it is very user friendly.",12.0
4367,4368,"My friend and I have been using raspberry ketones for about 30 days each and we've both lost almost 10 pounds. I used to use another brand of ketones but it wasn't working as well for me. When I noticed that this one had great reviews I decided to give it one last shot before giving up. I'm really glad I did because this is much better than the other brand I was using. My appetite is very much in control now and my friend says she can barely eat. We're still not sure if that's a good or a bad thing, but hey, it's helping with the weight loss for now, why not?",17.0
4368,4369,"I have been using this along with Naturebest capsules. Now the combination of these both, has done a wonder to my fat loss efforts. I have lost around 5 pounds in around 4 weeks by using these Coffee Bean Extract along with then capsules. I haven't seen any kind of side-effects whatsoever of using these Bean. So far so good for me.",15.0
4369,4370,I love these screen protectors..they are easy to apply and they leave zero air bubbles!! I don't see a rainbow effect like other people have mentioned on other brands. and the cutout are all even too.,14.0
4370,4371,"Very good quality product. Durable, everlasting and easy to handle. The slicer is very good, convenient and easy to clean. I recommend it to everyone.",16.0
4371,4372,"Had yellow gunnars for years, what I like about these is that they work with my headphones so my ears don't get pinched.I work on a computer or game for 10 hours a day.  I can't work without these, they are amazing",6.0
4372,4373,"This product has done a superb job of really lowering my blood pressure. As a side note, I started taking this for blood pressure, but noticed a slight... ""viagra"" effect, each time I take the recommended dosage on an empty stomach. I also started taking tribulus, [[ASIN:B006QRHMWU 25 Grams (0.88 Oz) Tribulus Terrestris 90% Bulk Powder (Strongest Tribulus on the market)]] which enhanced these effects ten-fold. Not the reason I initially sought out this supplement, but you won't hear me complaining. The powder form of L-Arginine (and anything for that matter) is something I prefer over pills since the cost gets cut in half, literally and I notice taking the powder has a more immediate effect rather than waiting for the capsules to disintegrate. Either way, L-Arginine is a terrific solution for lowering the blood pressure and upping performance in the bedroom, and a little bit of tribulus doesn't hurt either ; )",18.0
4373,4374,I have purchased this product for my girlfriend twice. She has only been using purebody vitamins for 2 months and she has also been doing some squats and this product really worked. I noticed that her older bras won't fit anymore which means that her breast are bigger. I recommend purebody.,13.0
4374,4375,"When my friend told me about this serum, at first I didn't believe it! But then I decided to buy, and the result is excellent!",9.0
4375,4376,I bought this because I needed some algery relief..  The price is what got my attention but the results are the reason why I'll definitely purchase another one.. It worked as described and I had no issues with it at all.,15.0
4376,4377,I ordered Fenfast 375 and I am so amazed at the delivery! This product is a life saver. I have noticed since day one that I don't snack on sweets and junk food or flavoured drinks and carbonated soda at all.I feel easily full with water and some healthy crackers in between meals.  I am very with happy with the results I get from this cost effective product. It burns my fats rapidly but not my  wallet.I am joining the company bike club this month (along with Fenfast) to speed up my weight loss.,15.0
4377,4378,I was not sure if this was a kit to grow a beard or a kit for beards but I do now. This kit is by far the greatest on the market and most underrated. The vitamins alone will help your beard but oil and shampoo is a plus. IF you can't grow a beard with this kit you are certainly not supposed to have one.,13.0
4378,4379,"I bought the sensor Pump for my kitchen sink, I bought 3 more for my 3 bathrooms. It is the best upgrading for encouraging regular hand washing, saves gallons of liquid soap and keeps the sink clean of soap drips.",6.0
4379,4380,"Loved this book, although it took me a long time to complete the reading. Not a light read at all, but a worthwhile one.",8.0
4380,4381,This attachment carries the vibration very well that it felt like the vibration spread throughout the attachment giving a very good stimulation. Great!,9.0
4381,4382,Cutting false nails made so much easier. The whole nail can be cut at once instead of cutting one side. No tedious job anymore. It also cuts and shapes my nails perfectly. This is awesome to use! The delivery is on time.,17.0
4382,4383,"This is a great value for money proposition .At a price of merely $16 you can get a wholesome package with  a Bluetooth enabled selfie stick , an USB charger and of course the phone holder. These are complete set of accessories that you might need with your phone.",10.0
4383,4384,"Been taking the digestive enzymes for 6 days in a row (breakfast, lunch and dinner). It took a few days but after around the 2nd or 3rd day...wow...I am barely in pain any more. Symptoms including bloating and pain in my stomach have subsided big time. I think it wil get even better after using it longer. Used to just take probiotics which have helped me too but adding this to my regimen seems to have been the right combination for me personally. The difference to my life is wonderful. I recommended them to my sister who has similar digestion woes like me.",21.0
4384,4385,I love this case. It's the perfect case for anyone looking for protection for their phone without the bulkiness of an Otterbox that feels smooth and comfortable in the hands. I got mine in clear so I could still see the sleek design of my phone without it being covered up even with a case on. Probably the best phone case I've found on Amazon.,16.0
4385,4386,Big Mike's fitness weight lifting belt is very well made and big mike has thought about our safety by making this product safe for us which is my number one priority in workout products. It's very well made and won't break and is perfect for all ideal sized for working out. It's very well secure around your waist and it will give you maximum comfort when doing working and weight lifting etc. I love using this and its very high quality. I recommend you get this as it will give you comfort and is very well made. Of all things a good thing about it is it looks great I love that most about big mikes products they look good!,24.0
4386,4387,"This monitor has a big screen and easy to read the results.  The auto inflation is really quiet which is a surprise. Also the readings are consistence, highly recommended.",11.0
4387,4388,"My friends and I got hooked on running. Initially, this started with a fun run hosted by my company. After that we made a pact to persue this for health reasons. My friends are makings significant progress, they look slimer and they are constantly losing weight. Unfortunately, for me  progress is rather slow. So, I decided to get a  natural supplement that will help me out. Garcinia Cambogia was the answer. Now, I can see the results after taking it for 2 weeks and I am very very happy with the results that I'm getting.",26.0
4388,4389,Thank you for such a great product!  I use it before going to the gym  and I feel whole lot better more energy I and it works wonders thank you once again for a great product ☆☆☆☆☆,8.0
4389,4390,I just felt it working without any worry of a potential mild-stroke like I've hear or heard from reviews of other products alike. It's very natural as I have researched even ancient people use this kind of plant and benefit from its natural goodness.,6.0
4390,4391,This is a really nice case if you're looking for a slim TPU material protection. The feel has decent grip but doesn't impede sliding into pockets. The thickness of the case is the slimmest of this design I've seen,9.0
4391,4392,I thought this book was really helpful. It had a lot of great content and i thought that the passages were very similar to the real passages on the SAT. This book had a really good technique that was really easy to follow. I felt more confident about taking the SAT after using this book. I would recommend this book to anyone looking to boost their reading score on the SAT.,20.0
4392,4393,they are wonderful for adding a chill to my whiskey without taking away any of the flavor. They also do not leave any type of after taste or alter the taste whatsoever to my whisky like so many other whiskey stones do.,5.0
4393,4394,These are super pills. My piss is bright green. I know why the bottle is green now! It is full of tons of vitamins and minerals. I have read the supplement facts very thourougly and its all good stuff that you need.,17.0
4394,4395,My hair started growning in the front of my forhead where it  was thining. When I went back to the barber he said my hair  looked great. My nails started growing too and are stronger.  I would recommed this. I used it a month before I could see a  real difference. I hope it works for you too. I have been  using this product for four months.,21.0
4395,4396,Pleased with this purchase. This is a small thing but working great on my iPod shuffle I like it and have no complaints. The price is right and really worth this small thing. Would buy more if needed.,14.0
4396,4397,This eyelash curler is awesome. I have used one before and i pinched my eyelid. LOL. i have not pinched my eyelid with this one. It comes with 4 replacement rubber for the curler. I love that you have rubber instead of black. This product is very well made and i would recommend buying this product.,23.0
4397,4398,I'm so happy with this product that I'm reordering it and I'm getting one for my friend's parents too.,4.0
4398,4399,"We have only had this for a month, but have used it several times and really like it. It is so easy to use and powerful.",7.0
4399,4400,This is a great case at an amazing deal! I couldn't find a cheaper yet higher quality case than this. I am very happy with the product!,11.0
4400,4401,"Spectacular product. I'm amazed at the efficiency of it, and with just two pills a day. After a month of taking the pills I'm extremely happy with my weight. Other people have noticed and have even commented on how I look a bit thinner. It was a great kick start in my journey to losing extra weight.",16.0
4401,4402,The Twingaroo twin carrier is awesome. It's ease of use and simplicity are vital when you have twins. The babies are close to my body and in an ergonomic position (M Position) at all times. The added diaper bag makes this carrier a must have for parents who would like to walk around hands free. The waist has two buckles that can be fully adjusted and fits me perfectly. I've tried many twin carriers and this one is the best. Best price- Amazon.,25.0
4402,4403,"Poison Study is a great beginning to the Study series. The book is about a girl named Yelena who is next in line to be executed for murder. But she is given a choice by the chief of security. That choice is to either become the food taster for the Commander of Ixia or to die for her crime of murder. She chooses to become the food taster. Follow Yelena as she discovers secrets about her past that even she never knew about herself.  The greatest strength for this book is the appealing storyline in which everything is in perfect order and nothing is either spread thin or too concentrated.  Although the storyline is strong, however, the plot has a few holes in it. For example, the author would introduce a character but you would never see that character mentioned in the rest of the book. Other than that, this book was an awesome read which I wouldn't mind reading again.",31.0
4403,4404,"Icy Cool Roller works well on my legs and back.  For years, I occasionally get shooting pain in my back and shoulders from work.  Until now, I could never find an affordable useful product that helps heal these issues.  In fact, I was skeptical at first because I never heard of such a product until I spoke to my chiropractor.  She uses it in her office for her clients and uses it at home as well.  She said it was new and provides consistent deep tissue stimulation to muscles and skin...she was right.  This is one of the few products that is not only affordable to buy as a patient, it actually works without any difficult technology or energy use.  If you are looking to rub out sore muscles, this is a must have product.  I use it at home watching television.",27.0
4404,4405,The texture of my hair and my nails I have noticed the most in using this supplement. Amazing results.,9.0
4405,4406,This brush works great. I have thick hair that tangles easily. This brush gets through the tangles with no problems. Love Bella & Bear products. Additionally this brush is such an adorable design. I'd highly recommend this product.,21.0
4406,4407,"I think,it is a ver good book if you want to prepare to exams of the Nurse assistant practice.It really contains all necessary information .It contains a lot of review questions which you should know to pass this exams and  it is really helpfull in the questions how you should treat the patient and other questions about treatment.",8.0
4407,4408,This product is awesome! Definitely recommended!! I've lost about 80 pounds all together now and this has been one ofthe only things that has worked on me. AND to top it off after I ordered this last time they sent me a text message witha link to get a FREE bottle shipped to me. Can't beat that! Very happy.,21.0
4408,4409,Serum is lovely.  I already notice improvement in my skin after just a few uses.  I can't wait to see the results after a month!  Will post back here if I have any problems or I'm really take aback at how well it works.,14.0
4409,4410,"I just had to get two of these starter packs when my niece had her twins last May. It comes with bottles, a bottle brush, a pacifier, and a training cup.  I remember how new parents can get real bogged down on what to get their first child. Starter packs like these can allow them to use their money for something else the child needs. I also like the tops and covers that come with this pack because it makes preparation and travel convenient for mommy.  I wish someone had given me a starter pack like this when I was first pregnant because it really would've made life easier.",18.0
4410,4411,Wanted to buy a chopper for onions because I just absolutely hate chopping onions. It actually works better than I expected. I can have finely chopped onions or bigger pieces in seconds without tears in my eyes or smells on my hands. Very happy I bought it and I may buy a couple more for my sisters.,14.0
4411,4412,"The butter is really great for moisturize the hairs and the skin underneath. Before trying this product I often got redness and irritation from the skin under my beard, but now the skin feels smooth and hydrated and the hair has strengthen.",6.0
4412,4413,"I love this protein shaker..it even has a little container at the bottom as a bonus. Not only does it look cool, it also has my fave colors. I use this daily for my breakfast shakes.",15.0
4413,4414,I use a combo of oils and this is another oil that is so hydrating and healthy. I am also using this as a cleanser and before my moisturizer like a primer for a dewy look.I love it!,8.0
4414,4415,"I do have to say this is one vitamin I take and can feel the difference. I have tried many, and this does have the right combination of vitamins that work for me as told by my nutritionist. Will keep using as long as they work.",10.0
4415,4416,"We bought this for my granddaughter and she says she's made several bracelets and really loves it. If you have a creative young one in your family,this is easy to recommend.",8.0
4416,4417,"Happily spent $10,99 for the purchase. I was new to it but I have spent a couple of days wearing it when time comes and love it. Super dark and very quiet",11.0
4417,4418,We've had this scooter for 6 months and I have nothing negative to say about it. It is really well made and sturdy inaddition to looking really sharp. My 2 year old daughter can ride it and I plan to pass it down to my baby boy when he isready. Great purchase for the active child!,12.0
4418,4419,"Honestly, it's excellent for reducing weight. It's my brand and I've been taking it for months now. I've lost a total of 30 pounds.",9.0
4419,4420,"Its the first time use live garcinia Garcenia the most what i noticed that when i take my capsuls, two or three hours later i feel that some thing is supress my appetite so its only less than half of my lunch or dinner and then i feel full tell next day.",2.0
4420,4421,My old screen protector turned yellow and started peeling from the corners so I bought this expecting better quality and longevity. Blew my expectations away. These screen protectors are easy to apply and really feel like they are a premium product. Hope this lasts!Thanks Priora,10.0
4421,4422,Caralluma Fimbriata definitely helps in appetite suppression. There are so many similar products in the market but either they are fakes or they dont have proper concentration of main ingredient. This one is surely 100% pure and guarantees the solution of almost all the issues related with uncontrollable appetite and weight gain.,11.0
4422,4423,"Pamparampam!) I love you, Garcinia Cambogia! I love all people! I could nothing without you. Those change which happened in my life thanks only you. Now I can do happy myself and my family. Weight loss is one of the greatest event in my life! Extra weight, good bay, honey!!! =)",30.0
4423,4424,"Not what I expected but most definitely surprised. I heard that this novel was written by a new writer and decided to dive in and see what she could produce and wasn't disappointed. The story had twists and turns that I didn't expect in a vampire story, a genre I don't usually read, but it held my attention to the end. As soon as I reached the middle of the book, I literally couldn't put it down until I reached the last page. I will be watching for the sequel, my interest is piqued to see how the story unfolds and how the characters pursue their paths amidst the evil that continues to befall them. Well done!",18.0
4424,4425,"Loving this screen protector! Just got mine recently purchased and all I can say is that the screen protector seems to be great. It's not like some any other cheap screen protectors from the market that is made out of plastic, this one comes in glass made with polished, rounded edges which makes the phone more safe from any cracks when accidentally dropped with the front cover facing. I have never dropped my phone since adding this one but pretty sure this one will save my device from cracking its surface because of its durability and Diamond Glass Technology,",11.0
4425,4426,These pills taste amazing and work great. idk why people are leaving bad reviews and aren't getting results,6.0
4426,4427,"I found this new kitchen gadget recently. It is an aluminum lemon squeezer with a long handle from RiseKitch. This is my new favorite thing! I love how it is so powerful and gets every drop of juice from the lemon or lime out. I also like that the juice does not squirt all over. In the past on my previous juicer I have had juice squirt in my eyes all over the counter and not go where I wanted to go. Now the juice falls straight down to the glass. No seeds and no pith, that is trapped in the bowl. I have been looking for recipes now that use citrus juice since this is so easy to use for me. Fresh lemonade or lemon bars very easy to make now.The press is made of food-safe aluminum material with a beautiful coating. It won't rust, scratch, pit or crack. Plus, it's has the strength to give you many years of reliable use.",33.0
4427,4428,"The screen protectors fit perfect, and aren't even noticeable on the screen. The cut outs are perfect, and the screen protectors feel like the normal screen.",8.0
4428,4429,The artist that has inspired me with such passion and liberation . With romance and passion and everything that in ages the whip to love learn life I really enjoyed this book it has created a sense of with a sense of and vigorous them that means thought without touch to focus to love embellish,8.0
4429,4430,"buy this formidable Bessmate ™ IP 68 Kickstand Underwater Waterproof Shockproof as a gift for my wife for being the day of the mothers, she is delighted with this protector for iPhone 6 Plus 5.5 inch, it is waterproof, it fits perfectly with the curves of the phone , enhances the beauty of the phone and this in fashion, but best of all is the protection offered by the water or any liquid that may damage the phone functions now are not any problem, resist their material is very strong and is easy to install and its kit is excellent, I really recommend this excellent protector I do not regret having acquired",4.0
4430,4431,"This RTGS 30 Micro LED Super Bright string lights with green wire are amazing. It can fit for your purpose either for indoor or outdoor use due to the waterproof design.  There are several settings which are much more sophisticated than those you get on Xmas tree lights, house plant, or other decorative projects. The wire is nice and malleable so it's very easy to bend and manipulate round your wall or object.    I used them mainly to decorate my house plant and the upcoming Christmas tree and the result is amazing.  The LED lights are bright, fresh, clean and crisp.  The light includes 30 LED lights with 10' in length green flexible wire.  The lights are water proof and it requires 6 of AA batteries to operate.  The battery could last up to 14 days and the on/off timer setting is great.    I like the fact this LED light features 8 operating functions that can be activated by pressing button consecutively with simple and easy set up.  1. Combination  2. In Wave  3. Sequential  4. Slow Fade / Every Other Light  5. Chasing / Flash  6. Slow Fade / All Lights  7. Twinkle / Flash  8. Steady On    Overall, this RTGS 30 LED Micro LED lights is absolutely beautiful and is perfect for any decoration project and Christmas tree decoration with a great value. I would highly recommend.  5 out of 5",68.0
4431,4432,These are very lady like can be worn for just about any occasion. I now have this style of glove in three colors. They are all just beautiful on. The fit is great. I would suggest these for any wedding guess or maid.,17.0
4432,4433,"I have installed these Bidets in all of our 3 Bathrooms and they work great, no leaks and nice pressure control.Love to use in other bathrooms when ever required, product was shipped in time and no issues from seller.  ",4.0
4433,4434,The outer plastic is rigid and looks nice. Inside is hard rubbery material which I guess should be for drop protection. The cutouts are precise and clean. I would recommend the case.,11.0
4434,4435,"These are exactly what I was looking for....adjustable with the strap, complete darkness, eye movement and even the ear plugs were a bonus. Thank you for great product",7.0
4435,4436,I felt a nice tingle and the smell it great with this product. I have got a lot of the products from this company and they never fail,6.0
4436,4437,"Yacon syrup is way more delicious than I expected! I have been having it on oatmeal, French toast, in my coffee and tea. I am going to try baking with it. It tastes like a mix between brown sugar and caramel and I don't feel guilty eating it which is a huge bonus. I lost 2lbs this week so perhaps it helped. I would definitely recommend trying it.",18.0
4437,4438,"Loving the new tech toys,really glad technologies are being used for more needing of interests lately like communication, toys, kitchen and more, and not only for militar, really happy for seeing new tech improvements in more fields, this one is amazing, and as advertised, it entretain childs for hours mostly because such techs amazes kids, and even old too! Nice product",6.0
4438,4439,Product fits screen beautifully. Best proactive customer service and installation guidance I've ever seen. Would happily purchase these again.,12.0
4439,4440,"Very good product. I already started dropping weight, and gaining more strenght. These capsules aren't hurting my body totally, if I'm not drinking too much capsules. Thanks for creators for amazing product",12.0
4440,4441,This is one of the hottest necklaces in the market. So cool and elegant looking. Made of high quality silver and unlike many other silver jewelleries don't give you any itch or rash. More worthy than the little amount of money I have paid for it.,16.0
4441,4442,I have started using Garcinia Cambogia Extract and im impressed.I got this as a gift. I am using it along with the rasberry keytones that I was already getting great results from. Weight loss in figures is slow but I am losing inches.I have lost 8 pounds and about 4 inches in just under 2 months. Customer Service is excellent.I also got a lot of good weight loss advice.,12.0
4442,4443,"This is the best HTC phone I have ever used. Great display; awesome applications; speed connectivity and useful extra features; so what else should I be looking for. This phone has a very sensitive touch  screen. So it has to be preciously protected. I have been using [[ASIN:B00B8VQ9SC 100 iCloth Avionics Cleaning Wipes (iCA100) for Flightdeck Displays, EFB & iPad Touchscreens, Aviation Electronics, GPS Monitors & HUD Displays]] for that purpose. I suggest you the same.",21.0
4443,4444,"I have been struggling with my weight lately. It was really getting me down and keeping me there. My knees were beginning to hurt from the added strain and it was really bothersome and painful.Forskolin helped me get back into shape and get my weight under control. I have lost 12 pounds and it made a world of difference to me and my knees. I really wish I had discovered this sooner, and then maybe I would have saved myself a lot of discomfort.",10.0
4444,4445,"I love the built quality of these headset. They are far more comfortable than any of the previous ones I have used. I absolutely love the sound and playing games is absolutely a blast with these. I really like their design, light and compact. Highly recommended!",19.0
4445,4446,I did all my Christmas shopping early. I know that my nephew will love this toy. I couldn't help it and I had to put the batteries in and try it out (I never give gifts without batteries) and so I tried it out and I know he will love it. This is the perfect gift for a 10 year old boy. Thank you Amazon.,18.0
4446,4447,This brand I saw an instant gratification! My muscles were not sore or cramping the way the did when I took another brand. That's why I like to try new brands until I find the one that's perfect for my needs and this one is it!!,8.0
4447,4448,This is very nice product. Very strong quality. It is very natural. I used to have exercise at home this is very useful for me. I gonna tell all my friends about this product.,18.0
4448,4449,"After using this product for about 2 months I've seen results, i've definitely lost at least an inch off my waist. Drink a lot of water and try maybe 30 minutes before instead of the recommended 2 hours. Because cmon it's kinda hard to predict when you'll have a chance to eat especially if you have a busy day. What I do is whenever im feelin a little hungry I just go ahead and take the pill and then I distract myself for about half an hour and then boom chow down. Using this got me a motivated to go to the gym too just to try and further receive some results, but trust me im not doing anything too exhausting there. So for me personally, dropping soda and drinking water, Im working towards my goal. Hopefully this helps.",21.0
4449,4450,This cellulite massager performs great. It does its job well in reducing cellulite over a short period of time.,8.0
4450,4451,I have a black iPhone 6 so I have the black case on. I have dropped it once in the kitchen and there was no damage at all done to the phone.Very nice case. One of the best rugged cases I've ever used. I feel confident that this case will protect my phone very well. The three different colored back plates are a nice way to customize the case for each individual.,16.0
4451,4452,I am so excited to be using this product I have really dry skin so I am happy to be hydrating my skin from both the inside and outside,4.0
4452,4453,I bought 3 of these and 3 [[ASIN:B00FRR70DQ Talexia Stainless Steel Men Cufflinks with Blue Cat Eye]] for my father and brothers. We all love keep things tidy and organised.,7.0
4453,4454,"Honestly, for the price I wasn't hopeful but these things sound better than the in-ears I've spent 5x more on. Build quality is great, all the different fittings and hooks are great and the battery life is pretty decent. Will last a week's worth of 30 minute runs. Do not hesitate to buy these.",11.0
4454,4455,"We have a blast with the Wall Coaster!  After creating a run we leave it on the wall and as the kids walk by they drop a marble in the track which keeps the fun alive.  It can easily be re-arranged without marring the wall surface.  Really, really love it!!",12.0
4455,4456,"The nice thing about this coffee grinder is that it does one thing only, and does it well. I just want it! Highly recommended!",11.0
4456,4457,"I love this product!  I am no longer self-conscience about my legs.  I can wear skirts and dresses without wearing dark stockings or feeling embarrassed.  I finally have my life and my body back!  I'm glad I found and used Varidux.  I love this product.  It is such a life saver!  Without this product, I think I would have ran and hid in a cave.  Varicose veins are embarrassing, but with this product, I am not embarrassed or ashamed, and you don't have to be either.",26.0
4457,4458,"No more waiting for wine to breathe.Not only is it the perfect excuse to drink more wine,but it allows you to get tothe wine sooner lol.This is fantastic!",4.0
4458,4459,Most people know that a man's body produces testosterone. That hormone is responsible for many of the traits that set men apart from women. Testosterone is also available as a supplement for men to take. The testosterone booster for men helps them in a variety of ways. It is the perfect pre-workout supplement to use to get the most out of your exercise regimen. It will help you build more muscle faster when you take this supplement. It really helps and is a completely natural and safe product to use. I have been using it for almost 2 months and love the results that I am getting.,28.0
4459,4460,"Although it is a PU (Synthetic) leather case, the texture and quality feels like a genuine leather case. The front speaker hole and and back camera hole are pretty impressive. It is a wallet case but not too bulky. I will recommend this case for iphone 6 plus owners.",12.0
4460,4461,"no charging needed and it was the easiest setup. Just turn on the device, connect via bluetooth and started listening to my music in my car radio. Device lasts up to 8 hours of playing, which is quite a lot.",8.0
4461,4462,"Great stuff for aging. Smells great , very easy to use and works like a charm. I wished I've encounter this before , since its astonishing and have great results. And it also give you boost of energy when you drink it. Highly recommended !",20.0
4462,4463,I like this swim goggles of swim culture. It has long lasting anti fog technology that can help us see much longer in underwater. And it really fits in to my head. It has soft and adjustable rubber so that even kids can use it. I will surely recommend this.,18.0
4463,4464,"This truly is a beautiful set that is sure to complete any outfit and get you many compliments. The bracelet does seem to run small but I have smaller wrists so that is something to keep in mind when purchasing. The earrings shimmer very nicely and have metal backs. I have sensitive ears and worried about having silver backs, but my ears were fine and didn't seem to get irritated from them. The cell phone bling is perfect and adds so much style to my phone. It also protects the headphone jack from getting anything in it. The bracelet is gorgeous. It shuts very easily and there is no worry about a clasp with this item. It stays on securely. The necklace chain seems to be just the right amount of length. Clasp on the necklace is easy to open and closes nicely. It seems durable as it hasn't broke yet and I have worn this for over a week daily to check. I have also messed with it as well. The chain is really dainty but hasn't ripped and I am pretty notorious with doing that. The charm is brilliant. It shimmers and shines and the gem seems to catch the light at all the right angles. This is a cute set.",60.0
4464,4465,This is the best of the Jurassic Park movies. There is much excitement and scary parts to this movie to make it enjoyable.,8.0
4465,4466,I did quite a bit of research before buying this and decided to start using ketones to help lose extra weight. I have lost just shy of 9 pounds and have not gone on a diet or changed my regular routine which consists of a walk around the block every other day. I do think taking this product has helped accelerate my weight loss.,6.0
4466,4467,This fun product is watery but also feels dry at the same time. This is a positive that makes cleanup easy. It does its job and is extremely smooth and natural smelling.,13.0
4467,4468,"Reducing body fat is OK, but about increasing immune system is excellent, allergies, infections and more risking you to get sick stuff are all around, doesn't matter where, so It's amazing to have a product which can keep you healthy besides helping your shape and not only a health field.",4.0
4468,4469,"I love the results. My face feels smoother and looks brighter.The serum has a clarifying effect on the skin. It goes on smoothly and dries quickly after you put it on. You can feel the smoothness right away, and the changes in the skin appearance are noticeable about 3 weeks later (at lease in my case).",15.0
4469,4470,I had two major concerns about this product. That my dog wouldn't use it and that if he did use it the grass would stink.I'm very pleased to say my dog used it instantly and we have had no problems with any smell.Me and my dog love the Fresh Dog Potty! My dog loves having fresh grass to use and I don't notice any odor from it.The grass pad just naturally absorbs everything.The Fresh Dog Potty is also easy to replace and fits nicely on my balcony. When I go to throw it away there's no leakage or mess from the box which is wonderful! I highly recommend the Fresh Dog Potty for your dog!,15.0
4470,4471,camboga is really good my husband he really like this insted me i will use my husband get it to me heheh cus he really like thansk so much,3.0
4471,4472,"The fragrance is sweet , soft and delicate. The cost of the product and the shipping package are excellent. Very cute product to give away . Recommended !",15.0
4472,4473,I have been gluten sensitive my whole life and I also ate bread my whole life. After taking this supplement I noticed my gut lining healing up and getting better. My digestion is way better and I no longer free nauseous after eating.,12.0
4473,4474,"Since she is looking for a quality attachment for her wand, I bought this for my girlfriend and she loves it. She also said that it enhances her wand. Great find since it is cheap. Two thumbs up!",15.0
4474,4475,"No more achy hands or cut fingers, use this stainless steel cable tie gun to apply pressure and tighten cable, hose and wire bundles and remove excess cable ties for a clean installation.",2.0
4475,4476,"I used to take a testosterone booster in order to increase my performance in the bedroom, but this supplement works more efficiently and costs less. I  can only recommend it.",8.0
